date,hour,campaign_name,daily_budget,impressions,clicks,spend,orders,revenue,ctr,cvr,cpc,acos,roas
10/22/25,6,Campaign_E,20,2297,43,54.69,0,0,0.0187,0,1.27,,0
10/22/25,6,Campaign_F,25,1422,7,7.42,0,0,0.0049,0,1.06,,0
10/22/25,6,Campaign_G,5,895,18,11.61,1,26.77,0.0201,0.0556,0.64,0.434,2.306
10/22/25,6,Campaign_H,10,370,10,6.14,0,0,0.027,0,0.61,,0
10/22/25,6,Campaign_I,10,894,10,10.23,0,0,0.0112,0,1.02,,0
10/22/25,6,Campaign_J,10,2075,0,0,0,0,0,0,0,,
10/22/25,7,Campaign_A,20,528,10,9.29,0,0,0.0189,0,0.93,,0
10/22/25,7,Campaign_B,25,2069,54,49.24,6,127.47,0.0261,0.1111,0.91,0.386,2.589
10/22/25,7,Campaign_C,15,1317,33,42.45,2,46.59,0.0251,0.0606,1.29,0.911,1.098
10/22/25,7,Campaign_D,10,0,58,36.32,3,75.33,0,0.0517,0.63,0.482,2.074
10/22/25,7,Campaign_E,20,2105,50,29.71,3,83.44,0.0238,0.06,0.59,0.356,2.808
10/22/25,7,Campaign_F,25,2274,17,14.97,2,48.15,0.0075,0.1176,0.88,0.311,3.216
10/22/25,7,Campaign_G,5,7,0,0,0,0,0,0,0,,
10/22/25,7,Campaign_H,10,904,13,8.55,1,26.34,0.0144,0.0769,0.66,0.325,3.081
10/22/25,7,Campaign_I,10,2434,34,34.24,1,27.27,0.014,0.0294,1.01,1.256,0.796
10/22/25,7,Campaign_J,10,1915,48,70.45,2,69.59,0.0251,0.0417,1.47,1.012,0.988
10/22/25,8,Campaign_A,20,1152,17,19.29,0,0,0.0148,0,1.13,,0
10/22/25,8,Campaign_B,25,1125,33,39.17,0,0,0.0293,0,1.19,,0
10/22/25,8,Campaign_C,15,2243,51,62.81,0,0,0.0227,0,1.23,,0
10/22/25,8,Campaign_D,10,264,6,4.89,0,0,0.0227,0,0.81,,0
10/22/25,8,Campaign_E,20,1249,31,23.07,0,0,0.0248,0,0.74,,0
10/22/25,8,Campaign_F,25,1241,9,7.63,1,33.02,0.0073,0.1111,0.85,0.231,4.328
10/22/25,8,Campaign_G,5,895,12,17.75,0,0,0.0134,0,1.48,,0
10/22/25,8,Campaign_H,10,1089,0,0,0,0,0,0,0,,
10/22/25,8,Campaign_I,10,2248,48,27.7,7,170.17,0.0214,0.1458,0.58,0.163,6.143
10/22/25,8,Campaign_J,10,2190,0,0,0,0,0,0,0,,
10/22/25,9,Campaign_A,20,2019,54,62.91,8,267.32,0.0267,0.1481,1.16,0.235,4.249
10/22/25,9,Campaign_B,25,2454,22,15.99,1,28.26,0.009,0.0455,0.73,0.566,1.767
10/22/25,9,Campaign_C,15,0,15,18.6,1,37.17,0,0.0667,1.24,0.5,1.998
10/22/25,9,Campaign_D,10,82,2,2.68,0,0,0.0244,0,1.34,,0
10/22/25,9,Campaign_E,20,1659,42,25.73,4,87.72,0.0253,0.0952,0.61,0.293,3.409
10/22/25,9,Campaign_F,25,285,1,1.32,0,0,0.0035,0,1.32,,0
10/22/25,9,Campaign_G,5,2381,0,0,0,0,0,0,0,,
10/22/25,9,Campaign_H,10,1799,48,71.47,5,183.82,0.0267,0.1042,1.49,0.389,2.572
10/22/25,9,Campaign_I,10,2479,14,18.98,0,0,0.0056,0,1.36,,0
10/22/25,9,Campaign_J,10,1986,34,18.11,1,39.12,0.0171,0.0294,0.53,0.463,2.16
10/22/25,10,Campaign_A,20,1031,18,16.82,2,75.7,0.0175,0.1111,0.93,0.222,4.501
10/22/25,10,Campaign_B,25,405,8,9.62,0,0,0.0198,0,1.2,,0
10/22/25,10,Campaign_C,15,1429,35,27,6,152.28,0.0245,0.1714,0.77,0.177,5.64
10/22/25,10,Campaign_D,10,2261,25,13.64,0,0,0.0111,0,0.55,,0
10/22/25,10,Campaign_E,20,361,10,6.96,0,0,0.0277,0,0.7,,0
10/22/25,10,Campaign_F,25,700,0,0,0,0,0,0,0,,
10/22/25,10,Campaign_G,5,554,14,13.14,1,20.89,0.0253,0.0714,0.94,0.629,1.59
10/22/25,10,Campaign_H,10,2280,0,0,0,0,0,0,0,,
10/22/25,10,Campaign_I,10,855,15,7.95,0,0,0.0175,0,0.53,,0
10/22/25,10,Campaign_J,10,2174,25,22.78,3,96.47,0.0115,0.12,0.91,0.236,4.235
10/22/25,11,Campaign_A,20,1952,49,24.58,1,25.15,0.0251,0.0204,0.5,0.977,1.023
10/22/25,11,Campaign_B,25,726,4,4.66,0,0,0.0055,0,1.17,,0
10/22/25,11,Campaign_C,15,1774,27,15.66,4,133.49,0.0152,0.1481,0.58,0.117,8.524
10/22/25,11,Campaign_D,10,104,2,2,0,0,0.0192,0,1,,0
10/22/25,11,Campaign_E,20,1563,14,14.42,2,72.8,0.009,0.1429,1.03,0.198,5.049
10/22/25,11,Campaign_F,25,267,3,1.63,0,0,0.0112,0,0.54,,0
10/22/25,11,Campaign_G,5,48,0,0,0,0,0,0,0,,
10/22/25,11,Campaign_H,10,1819,26,15.02,4,127.22,0.0143,0.1538,0.58,0.118,8.47
10/22/25,11,Campaign_I,10,1889,27,34,0,0,0.0143,0,1.26,,0
10/22/25,11,Campaign_J,10,2041,0,0,0,0,0,0,0,,
10/22/25,12,Campaign_A,20,1943,27,17.35,2,46.18,0.0139,0.0741,0.64,0.376,2.662
10/22/25,12,Campaign_B,25,913,19,17.28,2,64.23,0.0208,0.1053,0.91,0.269,3.717
10/22/25,12,Campaign_C,15,929,24,14.53,0,0,0.0258,0,0.61,,0
10/22/25,12,Campaign_D,10,1457,0,0,0,0,0,0,0,,
10/22/25,12,Campaign_E,20,2122,0,0,0,0,0,0,0,,
10/22/25,12,Campaign_F,25,0,5,6.28,0,0,0,0,1.26,,0
10/22/25,12,Campaign_G,5,2172,30,28.32,3,65.29,0.0138,0.1,0.94,0.434,2.305
10/22/25,12,Campaign_H,10,58,1,0.84,0,0,0.0172,0,0.84,,0
10/22/25,12,Campaign_I,10,364,8,6.42,0,0,0.022,0,0.8,,0
10/22/25,12,Campaign_J,10,382,4,3.39,0,0,0.0105,0,0.85,,0
10/22/25,13,Campaign_A,20,1134,28,34.57,2,71.7,0.0247,0.0714,1.23,0.482,2.074
10/22/25,13,Campaign_B,25,164,0,0,0,0,0,0,0,,
10/22/25,13,Campaign_C,15,2211,0,0,0,0,0,0,0,,
10/22/25,13,Campaign_D,10,1889,43,27.12,2,71.77,0.0228,0.0465,0.63,0.378,2.646
10/22/25,13,Campaign_E,20,1043,0,0,0,0,0,0,0,,
10/22/25,13,Campaign_F,25,882,14,19.09,1,25.72,0.0159,0.0714,1.36,0.742,1.347
10/22/25,13,Campaign_G,5,1239,19,16.38,3,87.36,0.0153,0.1579,0.86,0.188,5.333
10/22/25,13,Campaign_H,10,603,15,21.84,0,0,0.0249,0,1.46,,0
10/22/25,13,Campaign_I,10,2384,62,85.77,6,195.19,0.026,0.0968,1.38,0.439,2.276
10/22/25,13,Campaign_J,10,2334,54,28.65,5,163.25,0.0231,0.0926,0.53,0.175,5.698
10/22/25,14,Campaign_A,20,276,3,2.13,0,0,0.0109,0,0.71,,0
10/22/25,14,Campaign_B,25,0,0,0,0,0,0,0,0,,
10/22/25,14,Campaign_C,15,578,13,8.36,1,33.17,0.0225,0.0769,0.64,0.252,3.968
10/22/25,14,Campaign_D,10,256,6,5.93,0,0,0.0234,0,0.99,,0
10/22/25,14,Campaign_E,20,413,2,2.26,0,0,0.0048,0,1.13,,0
10/22/25,14,Campaign_F,25,2130,38,38.02,5,105.02,0.0178,0.1316,1,0.362,2.762
10/22/25,14,Campaign_G,5,449,10,13.63,0,0,0.0223,0,1.36,,0
10/22/25,14,Campaign_H,10,1590,43,31.22,7,224.49,0.027,0.1628,0.73,0.139,7.191
10/22/25,14,Campaign_I,10,1076,16,19.52,1,36.43,0.0149,0.0625,1.22,0.536,1.866
10/22/25,14,Campaign_J,10,1589,10,12.14,1,31.05,0.0063,0.1,1.21,0.391,2.558
10/22/25,15,Campaign_A,20,2307,19,18.94,0,0,0.0082,0,1,,0
10/22/25,15,Campaign_B,25,1098,12,8.27,1,31.87,0.0109,0.0833,0.69,0.259,3.854
10/22/25,15,Campaign_C,15,0,14,10.46,1,22.04,0,0.0714,0.75,0.475,2.107
10/22/25,15,Campaign_D,10,1642,19,24.49,1,38.2,0.0116,0.0526,1.29,0.641,1.56
10/22/25,15,Campaign_E,20,0,0,0,0,0,0,0,0,,
10/22/25,15,Campaign_F,25,1948,28,14.12,0,0,0.0144,0,0.5,,0
10/22/25,15,Campaign_G,5,234,5,7.25,0,0,0.0214,0,1.45,,0
10/22/25,15,Campaign_H,10,1746,0,0,0,0,0,0,0,,
10/22/25,15,Campaign_I,10,1327,19,11.61,2,40.12,0.0143,0.1053,0.61,0.289,3.456
10/22/25,15,Campaign_J,10,1478,35,47.26,4,117.78,0.0237,0.1143,1.35,0.401,2.492
10/22/25,16,Campaign_A,20,951,20,10.72,3,67.54,0.021,0.15,0.54,0.159,6.3
10/22/25,16,Campaign_B,25,1051,0,0,0,0,0,0,0,,
10/22/25,16,Campaign_C,15,821,8,6.94,0,0,0.0097,0,0.87,,0
10/22/25,16,Campaign_D,10,117,2,2.38,0,0,0.0171,0,1.19,,0
10/22/25,16,Campaign_E,20,397,6,6.19,0,0,0.0151,0,1.03,,0
10/22/25,16,Campaign_F,25,739,4,3.82,0,0,0.0054,0,0.95,,0
10/22/25,16,Campaign_G,5,1995,0,0,0,0,0,0,0,,
10/22/25,16,Campaign_H,10,1697,16,13.47,1,32.84,0.0094,0.0625,0.84,0.41,2.438
10/22/25,16,Campaign_I,10,2059,10,14.74,0,0,0.0049,0,1.47,,0
10/22/25,16,Campaign_J,10,224,4,2.61,0,0,0.0179,0,0.65,,0
10/22/25,17,Campaign_A,20,1249,21,11.71,3,107.11,0.0168,0.1429,0.56,0.109,9.147
10/22/25,17,Campaign_B,25,979,18,15.58,1,22.82,0.0184,0.0556,0.87,0.683,1.465
10/22/25,17,Campaign_C,15,25,0,0,0,0,0,0,0,,
10/22/25,17,Campaign_D,10,460,11,12.92,0,0,0.0239,0,1.17,,0
10/22/25,17,Campaign_E,20,215,4,4.76,0,0,0.0186,0,1.19,,0
10/22/25,17,Campaign_F,25,2408,0,0,0,0,0,0,0,,
10/22/25,17,Campaign_G,5,1946,46,67.27,7,246.52,0.0236,0.1522,1.46,0.273,3.665
10/22/25,17,Campaign_H,10,2349,0,0,0,0,0,0,0,,
10/22/25,17,Campaign_I,10,1116,19,12.1,2,55.67,0.017,0.1053,0.64,0.217,4.601
10/22/25,17,Campaign_J,10,1605,12,10.88,1,24.38,0.0075,0.0833,0.91,0.446,2.241
10/22/25,18,Campaign_A,20,356,5,5.61,0,0,0.014,0,1.12,,0
10/22/25,18,Campaign_B,25,2172,62,91.59,3,88.61,0.0285,0.0484,1.48,1.034,0.967
10/22/25,18,Campaign_C,15,2019,22,14.58,3,89.93,0.0109,0.1364,0.66,0.162,6.168
10/22/25,18,Campaign_D,10,136,3,3.16,0,0,0.0221,0,1.05,,0
10/22/25,18,Campaign_E,20,871,22,20.43,0,0,0.0253,0,0.93,,0
10/22/25,18,Campaign_F,25,1676,8,11.92,0,0,0.0048,0,1.49,,0
10/22/25,18,Campaign_G,5,326,4,5.67,0,0,0.0123,0,1.42,,0
10/22/25,18,Campaign_H,10,273,8,7.32,1,37.55,0.0293,0.125,0.92,0.195,5.13
10/22/25,18,Campaign_I,10,1427,10,5.39,0,0,0.007,0,0.54,,0
10/22/25,18,Campaign_J,10,1424,12,11.18,1,28.55,0.0084,0.0833,0.93,0.392,2.554
10/22/25,19,Campaign_A,20,2329,0,0,0,0,0,0,0,,
10/22/25,19,Campaign_B,25,2038,58,74.26,6,144.56,0.0285,0.1034,1.28,0.514,1.947
10/22/25,19,Campaign_C,15,220,2,1.07,0,0,0.0091,0,0.53,,0
10/22/25,19,Campaign_D,10,2468,0,0,0,0,0,0,0,,
10/22/25,19,Campaign_E,20,1982,26,30.02,0,0,0.0131,0,1.15,,0
10/22/25,19,Campaign_F,25,2480,45,24.19,0,0,0.0181,0,0.54,,0
10/22/25,19,Campaign_G,5,680,3,1.66,0,0,0.0044,0,0.55,,0
10/22/25,19,Campaign_H,10,211,0,0,0,0,0,0,0,,
10/22/25,19,Campaign_I,10,843,8,10.79,0,0,0.0095,0,1.35,,0
10/22/25,19,Campaign_J,10,1135,28,39.25,4,140.34,0.0247,0.1429,1.4,0.28,3.576
10/22/25,20,Campaign_A,20,212,0,0,0,0,0,0,0,,
10/22/25,20,Campaign_B,25,1822,0,0,0,0,0,0,0,,
10/22/25,20,Campaign_C,15,0,4,3.06,0,0,0,0,0.77,,0
10/22/25,20,Campaign_D,10,1856,42,39.85,0,0,0.0226,0,0.95,,0
10/22/25,20,Campaign_E,20,1914,0,0,0,0,0,0,0,,
10/22/25,20,Campaign_F,25,508,13,9.04,1,39.57,0.0256,0.0769,0.7,0.228,4.377
10/22/25,20,Campaign_G,5,1538,12,11.22,0,0,0.0078,0,0.94,,0
10/22/25,20,Campaign_H,10,0,23,29.49,0,0,0,0,1.28,,0
10/22/25,20,Campaign_I,10,77,1,0.73,0,0,0.013,0,0.73,,0
10/22/25,20,Campaign_J,10,1191,7,9.54,0,0,0.0059,0,1.36,,0
10/22/25,21,Campaign_A,20,1855,42,57.93,5,162.5,0.0226,0.119,1.38,0.356,2.805
10/22/25,21,Campaign_B,25,1537,41,30.77,4,146.63,0.0267,0.0976,0.75,0.21,4.765
10/22/25,21,Campaign_C,15,594,12,8.24,0,0,0.0202,0,0.69,,0
10/22/25,21,Campaign_D,10,2378,23,21.4,2,49.89,0.0097,0.087,0.93,0.429,2.331
10/22/25,21,Campaign_E,20,1341,9,5.15,0,0,0.0067,0,0.57,,0
10/22/25,21,Campaign_F,25,1107,24,22.04,1,25.56,0.0217,0.0417,0.92,0.862,1.16
10/22/25,21,Campaign_G,5,0,68,64.61,3,92.87,0,0.0441,0.95,0.696,1.437
10/22/25,21,Campaign_H,10,1435,21,19.38,1,25.29,0.0146,0.0476,0.92,0.766,1.305
10/22/25,21,Campaign_I,10,777,13,13.64,0,0,0.0167,0,1.05,,0
10/22/25,21,Campaign_J,10,218,1,0.59,0,0,0.0046,0,0.59,,0
10/22/25,22,Campaign_A,20,1437,30,31.91,3,95.01,0.0209,0.1,1.06,0.336,2.977
10/22/25,22,Campaign_B,25,1466,17,24.59,0,0,0.0116,0,1.45,,0
10/22/25,22,Campaign_C,15,2313,46,23.31,5,137.36,0.0199,0.1087,0.51,0.17,5.893
10/22/25,22,Campaign_D,10,2028,0,0,0,0,0,0,0,,
10/22/25,22,Campaign_E,20,816,15,18.39,2,48.59,0.0184,0.1333,1.23,0.378,2.642
10/22/25,22,Campaign_F,25,1189,0,0,0,0,0,0,0,,
10/22/25,22,Campaign_G,5,1779,42,31.87,5,100.91,0.0236,0.119,0.76,0.316,3.166
10/22/25,22,Campaign_H,10,1271,13,15.61,1,36.37,0.0102,0.0769,1.2,0.429,2.33
10/22/25,22,Campaign_I,10,1134,0,0,0,0,0,0,0,,
10/22/25,22,Campaign_J,10,2040,0,0,0,0,0,0,0,,
10/22/25,23,Campaign_A,20,2250,37,43.4,0,0,0.0164,0,1.17,,0
10/22/25,23,Campaign_B,25,1327,17,16.89,2,55.9,0.0128,0.1176,0.99,0.302,3.31
10/22/25,23,Campaign_C,15,869,20,11.37,3,95.07,0.023,0.15,0.57,0.12,8.361
10/22/25,23,Campaign_D,10,294,3,3.5,0,0,0.0102,0,1.17,,0
10/22/25,23,Campaign_E,20,362,7,7.25,0,0,0.0193,0,1.04,,0
10/22/25,23,Campaign_F,25,1358,8,7.55,0,0,0.0059,0,0.94,,0
10/22/25,23,Campaign_G,5,0,3,2.13,0,0,0,0,0.71,,0
10/22/25,23,Campaign_H,10,120,1,0.57,0,0,0.0083,0,0.57,,0
10/22/25,23,Campaign_I,10,2068,48,45.42,1,38.49,0.0232,0.0208,0.95,1.18,0.847
10/22/25,23,Campaign_J,10,2330,41,35.01,6,156.94,0.0176,0.1463,0.85,0.223,4.483
10/23/25,0,Campaign_A,20,566,16,16.09,2,44.1,0.0283,0.125,1.01,0.365,2.741
10/23/25,0,Campaign_B,25,136,0,0,0,0,0,0,0,,
10/23/25,0,Campaign_C,15,2472,65,88.32,6,193.27,0.0263,0.0923,1.36,0.457,2.188
10/23/25,0,Campaign_D,10,1308,21,18.58,1,34.81,0.0161,0.0476,0.88,0.534,1.874
10/23/25,0,Campaign_E,20,596,13,8.6,0,0,0.0218,0,0.66,,0
10/23/25,0,Campaign_F,25,720,11,6.84,1,22.37,0.0153,0.0909,0.62,0.306,3.27
10/23/25,0,Campaign_G,5,1257,25,22.28,1,39.2,0.0199,0.04,0.89,0.568,1.759
10/23/25,0,Campaign_H,10,2410,45,46.84,6,140.6,0.0187,0.1333,1.04,0.333,3.002
10/23/25,0,Campaign_I,10,945,12,6.27,1,29.91,0.0127,0.0833,0.52,0.21,4.77
10/23/25,0,Campaign_J,10,294,2,1.78,0,0,0.0068,0,0.89,,0
10/23/25,1,Campaign_A,20,820,20,23.46,3,73.31,0.0244,0.15,1.17,0.32,3.125
10/23/25,1,Campaign_B,25,1403,37,46.35,5,120.34,0.0264,0.1351,1.25,0.385,2.596
10/23/25,1,Campaign_C,15,1387,18,12.3,2,58.65,0.013,0.1111,0.68,0.21,4.768
10/23/25,1,Campaign_D,10,541,0,0,0,0,0,0,0,,
10/23/25,1,Campaign_E,20,193,1,1.04,0,0,0.0052,0,1.04,,0
10/23/25,1,Campaign_F,25,684,11,8.05,0,0,0.0161,0,0.73,,0
10/23/25,1,Campaign_G,5,2,0,0,0,0,0,0,0,,
10/23/25,1,Campaign_H,10,643,10,12.09,0,0,0.0156,0,1.21,,0
10/23/25,1,Campaign_I,10,0,19,24.79,2,42.66,0,0.1053,1.3,0.581,1.721
10/23/25,1,Campaign_J,10,1159,18,15.3,2,40.59,0.0155,0.1111,0.85,0.377,2.653
10/23/25,2,Campaign_A,20,1234,25,17.37,3,114.49,0.0203,0.12,0.69,0.152,6.591
10/23/25,2,Campaign_B,25,990,19,20.5,1,29.48,0.0192,0.0526,1.08,0.695,1.438
10/23/25,2,Campaign_C,15,2314,27,20.02,2,76.31,0.0117,0.0741,0.74,0.262,3.812
10/23/25,2,Campaign_D,10,2347,55,34.85,5,195.85,0.0234,0.0909,0.63,0.178,5.62
10/23/25,2,Campaign_E,20,1392,16,23.03,1,25.39,0.0115,0.0625,1.44,0.907,1.102
10/23/25,2,Campaign_F,25,155,2,2.65,0,0,0.0129,0,1.32,,0
10/23/25,2,Campaign_G,5,974,24,30.88,3,69.04,0.0246,0.125,1.29,0.447,2.236
10/23/25,2,Campaign_H,10,0,2,2.76,0,0,0,0,1.38,,0
10/23/25,2,Campaign_I,10,689,16,16.23,1,33.34,0.0232,0.0625,1.01,0.487,2.054
10/23/25,2,Campaign_J,10,1937,50,28.36,0,0,0.0258,0,0.57,,0
10/23/25,3,Campaign_A,20,1675,22,29.88,1,20.81,0.0131,0.0455,1.36,1.436,0.696
10/23/25,3,Campaign_B,25,2300,29,39.13,0,0,0.0126,0,1.35,,0
10/23/25,3,Campaign_C,15,165,0,0,0,0,0,0,0,,
10/23/25,3,Campaign_D,10,0,16,23.01,1,27.81,0,0.0625,1.44,0.827,1.209
10/23/25,3,Campaign_E,20,67,1,1.21,0,0,0.0149,0,1.21,,0
10/23/25,3,Campaign_F,25,1943,28,31.73,2,59.77,0.0144,0.0714,1.13,0.531,1.884
10/23/25,3,Campaign_G,5,1781,44,24.35,5,167.75,0.0247,0.1136,0.55,0.145,6.889
10/23/25,3,Campaign_H,10,1745,13,7.21,2,42.79,0.0074,0.1538,0.55,0.168,5.935
10/23/25,3,Campaign_I,10,917,8,5.43,0,0,0.0087,0,0.68,,0
10/23/25,3,Campaign_J,10,92,0,0,0,0,0,0,0,,
10/23/25,4,Campaign_A,20,374,3,3.56,0,0,0.008,0,1.19,,0
10/23/25,4,Campaign_B,25,12,0,0,0,0,0,0,0,,
10/23/25,4,Campaign_C,15,1610,31,16.48,1,32.14,0.0193,0.0323,0.53,0.513,1.95
10/23/25,4,Campaign_D,10,627,6,6.01,0,0,0.0096,0,1,,0
10/23/25,4,Campaign_E,20,2135,0,0,0,0,0,0,0,,
10/23/25,4,Campaign_F,25,1828,50,48.25,1,26.71,0.0274,0.02,0.97,1.806,0.554
10/23/25,4,Campaign_G,5,1332,39,56.08,0,0,0.0293,0,1.44,,0
10/23/25,4,Campaign_H,10,1546,38,37.05,0,0,0.0246,0,0.97,,0
10/23/25,4,Campaign_I,10,905,6,8.91,0,0,0.0066,0,1.49,,0
10/23/25,4,Campaign_J,10,583,9,7.44,0,0,0.0154,0,0.83,,0
10/23/25,5,Campaign_A,20,38,0,0,0,0,0,0,0,,
10/23/25,5,Campaign_B,25,35,0,0,0,0,0,0,0,,
10/23/25,5,Campaign_C,15,1983,13,7.78,1,32.34,0.0066,0.0769,0.6,0.241,4.157
10/23/25,5,Campaign_D,10,2239,43,48.33,4,86.58,0.0192,0.093,1.12,0.558,1.791
10/23/25,5,Campaign_E,20,990,14,12.09,0,0,0.0141,0,0.86,,0
10/23/25,5,Campaign_F,25,1112,21,28.61,2,73.6,0.0189,0.0952,1.36,0.389,2.573
10/23/25,5,Campaign_G,5,2440,0,0,0,0,0,0,0,,
10/23/25,5,Campaign_H,10,844,19,25.43,3,84.41,0.0225,0.1579,1.34,0.301,3.319
10/23/25,5,Campaign_I,10,1462,32,44.91,4,120.81,0.0219,0.125,1.4,0.372,2.69
10/23/25,5,Campaign_J,10,1612,31,22.62,2,66.47,0.0192,0.0645,0.73,0.34,2.939
10/23/25,6,Campaign_A,20,1445,38,37.65,6,192.46,0.0263,0.1579,0.99,0.196,5.112
10/23/25,6,Campaign_B,25,2469,72,62.97,6,130.44,0.0292,0.0833,0.87,0.483,2.071
10/23/25,6,Campaign_C,15,1200,27,40.19,0,0,0.0225,0,1.49,,0
10/23/25,6,Campaign_D,10,2334,24,18.32,0,0,0.0103,0,0.76,,0
10/23/25,6,Campaign_E,20,275,3,3.16,0,0,0.0109,0,1.05,,0
10/23/25,6,Campaign_F,25,1351,0,0,0,0,0,0,0,,
10/23/25,6,Campaign_G,5,1799,50,25.32,6,193.83,0.0278,0.12,0.51,0.131,7.655
10/23/25,6,Campaign_H,10,721,12,10.51,1,33.49,0.0166,0.0833,0.88,0.314,3.186
10/23/25,6,Campaign_I,10,1647,22,31.03,2,42.01,0.0134,0.0909,1.41,0.739,1.354
10/23/25,6,Campaign_J,10,1715,20,29.93,2,48.62,0.0117,0.1,1.5,0.616,1.624
10/23/25,7,Campaign_A,20,1806,30,20.67,4,128.86,0.0166,0.1333,0.69,0.16,6.234
10/23/25,7,Campaign_B,25,882,0,0,0,0,0,0,0,,
10/23/25,7,Campaign_C,15,2463,46,65.66,3,104.97,0.0187,0.0652,1.43,0.626,1.599
10/23/25,7,Campaign_D,10,498,9,7.61,0,0,0.0181,0,0.85,,0
10/23/25,7,Campaign_E,20,1473,31,34.46,2,73.92,0.021,0.0645,1.11,0.466,2.145
10/23/25,7,Campaign_F,25,292,7,5.47,0,0,0.024,0,0.78,,0
10/23/25,7,Campaign_G,5,1251,25,21,0,0,0.02,0,0.84,,0
10/23/25,7,Campaign_H,10,2042,0,0,0,0,0,0,0,,
10/23/25,7,Campaign_I,10,2494,73,50.99,0,0,0.0293,0,0.7,,0
10/23/25,7,Campaign_J,10,366,3,4.4,0,0,0.0082,0,1.47,,0
10/23/25,8,Campaign_A,20,1096,26,36.51,3,63.34,0.0237,0.1154,1.4,0.576,1.735
10/23/25,8,Campaign_B,25,270,4,4.87,0,0,0.0148,0,1.22,,0
10/23/25,8,Campaign_C,15,86,0,0,0,0,0,0,0,,
10/23/25,8,Campaign_D,10,1601,15,19.96,0,0,0.0094,0,1.33,,0
10/23/25,8,Campaign_E,20,2493,0,0,0,0,0,0,0,,
10/23/25,8,Campaign_F,25,249,2,2.17,0,0,0.008,0,1.08,,0
10/23/25,8,Campaign_G,5,1326,7,9.61,0,0,0.0053,0,1.37,,0
10/23/25,8,Campaign_H,10,2185,0,0,0,0,0,0,0,,
10/23/25,8,Campaign_I,10,572,0,0,0,0,0,0,0,,
10/23/25,8,Campaign_J,10,2103,15,20.94,2,64.68,0.0071,0.1333,1.4,0.324,3.089
10/23/25,9,Campaign_A,20,1802,0,0,0,0,0,0,0,,
10/23/25,9,Campaign_B,25,890,21,19.39,0,0,0.0236,0,0.92,,0
10/23/25,9,Campaign_C,15,1719,0,0,0,0,0,0,0,,
10/23/25,9,Campaign_D,10,1611,29,31.16,0,0,0.018,0,1.07,,0
10/23/25,9,Campaign_E,20,1449,37,31.48,5,132.82,0.0255,0.1351,0.85,0.237,4.219
10/23/25,9,Campaign_F,25,1676,11,14.75,0,0,0.0066,0,1.34,,0
10/23/25,9,Campaign_G,5,268,4,2.47,0,0,0.0149,0,0.62,,0
10/23/25,9,Campaign_H,10,2073,58,66.94,4,154.25,0.028,0.069,1.15,0.434,2.304
10/23/25,9,Campaign_I,10,1485,9,10.02,1,21.54,0.0061,0.1111,1.11,0.465,2.15
10/23/25,9,Campaign_J,10,1938,20,10.94,1,37.99,0.0103,0.05,0.55,0.288,3.473
10/23/25,10,Campaign_A,20,1073,8,9.41,0,0,0.0075,0,1.18,,0
10/23/25,10,Campaign_B,25,0,7,6.43,0,0,0,0,0.92,,0
10/23/25,10,Campaign_C,15,2284,0,0,0,0,0,0,0,,
10/23/25,10,Campaign_D,10,170,1,0.55,0,0,0.0059,0,0.55,,0
10/23/25,10,Campaign_E,20,1481,0,0,0,0,0,0,0,,
10/23/25,10,Campaign_F,25,422,9,12,1,28.63,0.0213,0.1111,1.33,0.419,2.386
10/23/25,10,Campaign_G,5,2053,23,23.32,2,53.01,0.0112,0.087,1.01,0.44,2.273
10/23/25,10,Campaign_H,10,446,0,0,0,0,0,0,0,,
10/23/25,10,Campaign_I,10,1411,18,24.43,1,22.65,0.0128,0.0556,1.36,1.079,0.927
10/23/25,10,Campaign_J,10,2197,54,28.39,6,202.57,0.0246,0.1111,0.53,0.14,7.135
10/23/25,11,Campaign_A,20,2160,27,37.45,2,76.68,0.0125,0.0741,1.39,0.488,2.048
10/23/25,11,Campaign_B,25,2328,20,25.15,0,0,0.0086,0,1.26,,0
10/23/25,11,Campaign_C,15,374,0,0,0,0,0,0,0,,
10/23/25,11,Campaign_D,10,0,19,25.36,0,0,0,0,1.33,,0
10/23/25,11,Campaign_E,20,1599,0,0,0,0,0,0,0,,
10/23/25,11,Campaign_F,25,1354,0,0,0,0,0,0,0,,
10/23/25,11,Campaign_G,5,186,0,0,0,0,0,0,0,,
10/23/25,11,Campaign_H,10,430,4,4.26,0,0,0.0093,0,1.07,,0
10/23/25,11,Campaign_I,10,826,15,9.48,0,0,0.0182,0,0.63,,0
10/23/25,11,Campaign_J,10,140,3,2.18,0,0,0.0214,0,0.73,,0
10/23/25,12,Campaign_A,20,629,8,5.69,0,0,0.0127,0,0.71,,0
10/23/25,12,Campaign_B,25,194,3,2.15,0,0,0.0155,0,0.72,,0
10/23/25,12,Campaign_C,15,284,2,1.82,0,0,0.007,0,0.91,,0
10/23/25,12,Campaign_D,10,44,0,0,0,0,0,0,0,,
10/23/25,12,Campaign_E,20,1909,21,16.74,1,24.81,0.011,0.0476,0.8,0.675,1.482
10/23/25,12,Campaign_F,25,2286,0,0,0,0,0,0,0,,
10/23/25,12,Campaign_G,5,1873,11,6.4,0,0,0.0059,0,0.58,,0
10/23/25,12,Campaign_H,10,1825,10,6.17,0,0,0.0055,0,0.62,,0
